event_id,1_metric_learing_time,1_metric_learning_gpu_time,2_build_graph_gpu_time,2_build_graph_time,2_build_graph_time_perf,3_filtering_gpu_time,3_filtering_memory,3_filtering_time,4_preprocess_gpu_time,4_preprocess_time,5_interactionGNN2_gpu_time,5_interactionGNN2_time,6_cCInfer_gpu_time,6_cCInfer_time,7_num_edges_bg,7_num_edges_fil,7_num_edges_gnn,8_num_scores_above_threshold,num_nodes,total_event,total_event_gpu
005000901,0.039450883865356445,0.03937712097167969,-4.14079986512661e-05,0.11817097663879395,0.1181710779783316,0.621265869140625,11.074482917785645,0.6213066577911377,0.0012814719676971435,0.0013167858123779297,0.1978159942626953,0.1978452205657959,0.004597375869750977,0.004640102386474609,5066311,657677,657677,16305.0,309404,1.0616178512573242,1.0615672607421875
005000902,0.041610002517700195,0.041544288635253904,-3.9583999663591384e-05,0.12926054000854492,0.1292604830232449,0.712213134765625,12.21314287185669,0.7122533321380615,0.0012057600021362304,0.0012407302856445312,0.1670477752685547,0.16707801818847656,0.0034136319160461425,0.003473520278930664,5807343,392683,392683,10372.0,326867,1.1265873908996582,1.1265303955078125
005000903,0.038040876388549805,0.037967041015625,-3.920000046491623e-05,0.11212944984436035,0.11212984303710982,0.5963208618164062,12.21314287185669,0.5963633060455322,0.0012081279754638673,0.0012423992156982422,0.3766319580078125,0.3766617774963379,0.044627582550048825,0.04467296600341797,4762924,506957,506957,11022.0,299885,1.4380242824554443,1.4379720458984375
005000904,0.04192376136779785,0.041857791900634767,-4.156799986958504e-05,0.15595555305480957,0.155955795024056,0.7381118774414063,12.21314287185669,0.7381565570831299,0.0012404160499572753,0.0015938282012939453,0.20977023315429688,0.20979857444763184,0.0043368000984191895,0.004380226135253906,5733875,621364,621364,15138.0,330604,1.2117865085601807,1.2117294921875
005000905,0.03685259819030762,0.03678460693359375,-4.041599854826927e-05,0.12385892868041992,0.12385904102120548,0.5610867919921875,12.21314287185669,0.5611310005187988,0.0012051199674606324,0.0012395381927490234,0.15348902893066407,0.1535191535949707,0.01762879943847656,0.01767587661743164,4524673,474566,474566,10230.0,290013,0.9552774429321289,0.9552201538085937
005000906,0.04290270805358887,0.042837921142578124,-3.9583999663591384e-05,0.1299130916595459,0.12991332198726013,0.7297830200195312,12.657998085021973,0.7298269271850586,0.0011821119785308837,0.0012176036834716797,0.1417891845703125,0.14181923866271973,0.0032076799869537355,0.0032503604888916016,6012990,304967,304967,8554.0,339279,1.1090660095214844,1.1090086669921875
005000907,0.036836862564086914,0.03676649475097656,-4.2208001017570495e-05,0.09956836700439453,0.09956820699153468,0.55281396484375,12.657998085021973,0.5528557300567627,0.001206496000289917,0.001241445541381836,0.15531964111328125,0.1553483009338379,0.0036081280708312987,0.0036516189575195312,4406723,474818,474818,10174.0,289327,0.901740550994873,0.9016958618164063
005000908,0.04090523719787598,0.040822048187255856,-4.073600098490715e-05,0.1177055835723877,0.11770553002133965,0.6663257446289063,12.657998085021973,0.6663682460784912,0.0012093759775161743,0.0012440681457519531,0.16364012145996093,0.16366910934448242,0.022035200119018553,0.022132396697998047,5468741,477863,477863,13316.0,323147,1.0917105674743652,1.0916529541015625
005000909,0.039939165115356445,0.03986793518066406,-3.7599999457597735e-05,0.11573576927185059,0.11573600099654868,0.64022119140625,12.657998085021973,0.6402604579925537,0.0012158080339431763,0.0012481212615966797,0.18792889404296875,0.18796062469482422,0.003974623918533325,0.004017353057861328,5220037,522674,522674,13806.0,315106,1.2513508796691895,1.251293701171875
005000910,0.037824392318725586,0.03774652862548828,-3.932800143957138e-05,0.11757826805114746,0.11757882504025474,0.5847730102539063,12.657998085021973,0.5848135948181152,0.001188639998435974,0.0012235641479492188,0.1840136260986328,0.18404293060302734,0.003542207956314087,0.003587484359741211,4683529,474342,474342,10252.0,297640,1.1950888633728027,1.195040771484375
