event_id,1_metric_learing_time,1_metric_learning_gpu_time,2_build_graph_gpu_time,2_build_graph_time,2_build_graph_time_perf,3_filtering_gpu_time,3_filtering_memory,3_filtering_time,4_preprocess_gpu_time,4_preprocess_time,5_interactionGNN2_gpu_time,5_interactionGNN2_time,6_cCInfer_gpu_time,6_cCInfer_time,7_num_edges_bg,7_num_edges_fil,7_num_edges_gnn,8_num_scores_above_threshold,num_nodes,total_event,total_event_gpu
005000901,0.1565089225769043,0.15645088195800783,-4.1760001331567763e-05,0.12915492057800293,0.1291546529973857,0.6475738525390625,14.322018146514893,0.6476101875305176,0.0008256959915161132,0.0008623600006103516,0.3830601806640625,0.383084774017334,0.0040748162269592285,0.0041217803955078125,5059476,661722,661722,16319.0,309404,1.3698272705078125,1.369778076171875
005000902,0.16488981246948242,0.16482623291015625,-4.035200178623199e-05,0.12466311454772949,0.12466351999319158,0.7367836303710937,15.951632022857666,0.7368218898773193,0.0008579199910163879,0.0008945465087890625,0.2751410217285156,0.27516603469848633,0.002973855972290039,0.0030205249786376953,5807462,381478,381478,9976.0,326867,1.354060173034668,1.354029052734375
005000903,0.14818406105041504,0.14812294006347657,-5.708799883723259e-05,0.1365494728088379,0.13654976300313137,0.60788623046875,15.951632022857666,0.6079285144805908,0.0008352640271186829,0.0008716583251953125,0.3139698486328125,0.3139927387237549,0.003510240077972412,0.0035560131072998047,4764067,504758,504758,10948.0,299885,1.259746789932251,1.259702880859375
005000904,0.1669008731842041,0.1668443145751953,-3.7696000188589093e-05,0.13793349266052246,0.13793354001245461,0.7234537353515625,15.951632022857666,0.7234959602355957,0.0008906239867210389,0.001973867416381836,0.3845852355957031,0.3846116065979004,0.0040432319641113285,0.004089832305908203,5734367,646084,646084,15269.0,330604,1.473721981048584,1.4736795654296875
005000905,0.14647650718688965,0.14641229248046875,-4.4351998716592787e-05,0.12449836730957031,0.1244982709758915,0.578532470703125,15.951632022857666,0.5785706043243408,0.0008061439990997315,0.0008416175842285156,0.29739190673828125,0.29741787910461426,0.003371583938598633,0.003417491912841797,4526084,476068,476068,10371.0,290013,1.2032852172851562,1.2032412109375
005000906,0.15868401527404785,0.1586202850341797,-4.793599992990494e-05,0.1397414207458496,0.1397414730163291,0.7627764282226562,16.531836986541748,0.7628159523010254,0.0008275520205497742,0.0008654594421386719,0.24225459289550783,0.2422807216644287,0.002834176063537598,0.0028798580169677734,6014051,305235,305235,8778.0,339279,1.3619410991668701,1.361902099609375
005000907,0.13494563102722168,0.13488198852539063,-4.694399982690811e-05,0.11562561988830566,0.1156256639806088,0.5650905151367187,16.531836986541748,0.5651335716247559,0.0008738560080528259,0.0009114742279052734,0.2995732116699219,0.29960155487060547,0.003189663887023926,0.003237009048461914,4406431,477062,477062,10076.0,289327,1.1701598167419434,1.17013037109375
005000908,0.16339826583862305,0.16332492065429688,-5.152000114321709e-05,0.1274871826171875,0.12748717999784276,0.6976876220703125,16.531836986541748,0.6977376937866211,0.0008441280126571656,0.0008828639984130859,0.2989821472167969,0.29918575286865234,0.0033983039855957032,0.003443002700805664,5470231,459579,459579,12933.0,323147,1.344722032546997,1.3446876220703126
005000909,0.15911650657653809,0.15905001831054688,-3.9264000952243806e-05,0.1240992546081543,0.12409956299234182,0.6673153686523438,16.531836986541748,0.6673533916473389,0.0008071680068969726,0.0008437633514404297,0.32026913452148437,0.32029294967651367,0.0035032639503479006,0.003548145294189453,5221381,512476,512476,13537.0,315106,1.326390266418457,1.3263475341796875
005000910,0.15030264854431152,0.15023709106445313,-4.083200171589851e-05,0.13873004913330078,0.13872955300030299,0.5982130737304687,16.531836986541748,0.5982494354248047,0.0008022400140762329,0.0008399486541748047,0.2938894958496094,0.293914794921875,0.0030377280712127687,0.0030832290649414062,4683144,465270,465270,9991.0,297640,1.2395861148834229,1.2395423583984375
005000911,0.14539074897766113,0.14533151245117187,-3.7151999771595004e-05,0.11414790153503418,0.11414799801423214,0.6302188720703125,16.531836986541748,0.6302556991577148,0.0007985600233078003,0.000835418701171875,0.29384588623046876,0.2938692569732666,0.0031263999938964844,0.0031731128692626953,4959639,454865,454865,10299.0,303627,1.2367236614227295,1.236680908203125
005000912,0.14371919631958008,0.14365206909179687,-5.040000006556511e-05,0.10297441482543945,0.10297420501592569,0.550213134765625,16.531836986541748,0.5502583980560303,0.0008284800052642822,0.0008761882781982422,0.2967077331542969,0.2967379093170166,0.0033570880889892576,0.003417491912841797,4281550,475553,475553,11442.0,284438,1.1441240310668945,1.1440850830078124
005000913,0.14589500427246094,0.14583222961425782,-3.670400008559227e-05,0.11726021766662598,0.11726037401240319,0.6474046630859375,16.531836986541748,0.6474432945251465,0.0008219519853591919,0.0008590221405029297,0.2735406494140625,0.27356576919555664,0.002924896001815796,0.002970457077026367,5101471,405191,405191,9208.0,308580,1.2386949062347412,1.2386639404296875
005000914,0.09932541847229004,0.09918019104003906,-0.00012355200201272964,0.07640814781188965,0.07640765298856422,0.42935073852539063,16.531836986541748,0.42938876152038574,0.0008028159737586975,0.0008394718170166016,0.1341642608642578,0.13418936729431152,0.0021566081047058104,0.002202272415161133,3280068,124303,124303,3752.0,245998,0.7827944755554199,0.782745849609375
005000915,0.16225481033325195,0.16219183349609376,-5.500800162553787e-05,0.13212895393371582,0.13212882302468643,0.684932861328125,16.531836986541748,0.6849699020385742,0.0008098559975624085,0.0008461475372314453,0.28172653198242187,0.281749963760376,0.0030311360359191893,0.003076314926147461,5415274,419817,419817,12279.0,321343,1.3236401081085205,1.323594970703125
005000916,0.15752768516540527,0.15747091674804686,-3.670400008559227e-05,0.1206204891204834,0.1206204570189584,0.6624077758789062,16.531836986541748,0.6624438762664795,0.0008057600259780884,0.0008428096771240234,0.3303447570800781,0.3303706645965576,0.0036254398822784424,0.003670930862426758,5191631,534176,534176,14317.0,310706,1.3230702877044678,1.3230433349609374
005000917,0.15038347244262695,0.15032054138183593,-4.4351998716592787e-05,0.11602783203125,0.11602778799715452,0.6055498046875,16.531836986541748,0.6055874824523926,0.0008093119859695435,0.0008454322814941406,0.31175140380859373,0.3117790222167969,0.0033372159004211427,0.0033829212188720703,4757101,501482,501482,10665.0,297664,1.2427480220794678,1.2427139892578125
005000918,0.15388107299804688,0.15381843566894532,-4.32640016078949e-05,0.12493038177490234,0.1249305329984054,0.6307727661132813,16.531836986541748,0.6308097839355469,0.0008049920201301574,0.0008478164672851562,0.24944502258300782,0.24947071075439453,0.0027974720001220704,0.0028438568115234375,4963869,354613,354613,8558.0,304401,1.2095458507537842,1.2094937744140626
005000919,0.14421868324279785,0.14415939331054686,-3.7216000258922574e-05,0.10136628150939941,0.10136638698168099,0.57476611328125,16.531836986541748,0.5748043060302734,0.0008029440045356751,0.0008387565612792969,0.3201409606933594,0.32016611099243164,0.0035035839080810546,0.003549337387084961,4465396,528518,528518,12527.0,285796,1.197911024093628,1.1978662109375
005000920,0.14771318435668945,0.14765589904785156,-4.252799972891807e-05,0.11577916145324707,0.11577907900209539,0.5853712768554687,16.531836986541748,0.5854098796844482,0.000820032000541687,0.0008614063262939453,0.3113771667480469,0.3114035129547119,0.0030849919319152833,0.003130674362182617,4589606,495704,495704,10955.0,292093,1.214005708694458,1.2139638671875
005000921,0.16661977767944336,0.166548828125,-4.8160001635551456e-05,0.14431548118591309,0.14431576698552817,0.7288785400390625,16.531836986541748,0.7289164066314697,0.0008572480082511902,0.0008943080902099609,0.3339617919921875,0.3339874744415283,0.0035736000537872313,0.0036191940307617188,5788203,530297,530297,12747.0,329292,1.4316911697387695,1.4316412353515624
