event_id,1_moduleMap_gpu_time,1_moduleMap_time,4_preprocess_gpu_time,4_preprocess_time,5_interactionGNN2_gpu_time,5_interactionGNN2_time,6_cCInfer_gpu_time,6_cCInfer_time,7_num_edges_bg,7_num_edges_gnn,8_num_scores_above_threshold,num_nodes,total_event,total_event_gpu
005000957,24.80737890625,24.807414770126343,0.004783328056335449,0.004822492599487305,0.8838487548828124,0.883880615234375,0.008654879570007325,0.008702754974365234,2124306,2124306,32878.0,335742,25.75416135787964,25.75415234375
005000958,22.97959375,22.979635000228882,0.004511839866638183,0.004552125930786133,0.934603759765625,0.9346349239349365,0.007939743995666503,0.007986307144165039,1833647,1833647,29298.0,311738,23.970946550369263,23.970935546875
005000959,28.24065234375,28.24068284034729,0.005167200088500977,0.005207538604736328,1.0839986572265625,1.0840301513671875,0.009767616271972656,0.009814023971557617,2643440,2643440,41170.0,364842,29.39330220222473,29.393302734375
005000960,24.259501953125,24.259538888931274,0.004748960018157959,0.004788875579833984,1.2363612060546876,1.2363929748535156,0.008236319541931152,0.008283376693725586,2014705,2014705,32538.0,323886,25.55470061302185,25.554669921875
005000961,24.1132109375,24.113250255584717,0.004589151859283447,0.004627227783203125,1.1888515625,1.188882827758789,0.009354880332946777,0.009400606155395508,1997247,1997247,32535.0,323366,25.36202311515808,25.362001953125
005000962,21.16717578125,21.16721248626709,0.00424889612197876,0.00428462028503418,0.745068359375,0.7451021671295166,0.0066490240097045895,0.006695270538330078,1428117,1428117,23767.0,281111,21.96285080909729,21.96280859375
005000963,21.396890625,21.39694118499756,0.004475103855133057,0.004514932632446289,0.8302623291015625,0.830298662185669,0.008340415954589843,0.00839376449584961,1609481,1609481,27100.0,287526,22.28287100791931,22.28287109375
005000964,21.37908203125,21.379127979278564,0.004588960170745849,0.0046291351318359375,0.8587021484375,0.8587334156036377,0.007371168136596679,0.0074176788330078125,1669071,1669071,27984.0,293787,22.291543006896973,22.2915390625
005000965,21.138439453125,21.138490915298462,0.004455008029937744,0.004495143890380859,0.8272927856445312,0.827324390411377,0.00742464017868042,0.0074710845947265625,1602579,1602579,26495.0,292789,22.020010709762573,22.019994140625
005000966,26.18321484375,26.18324851989746,0.004818848133087158,0.004859447479248047,0.9509086303710937,0.9509398937225342,0.008945088386535644,0.008992433547973633,2250050,2250050,34816.0,341128,27.197265625,27.19723046875
005000967,17.3461484375,17.346197605133057,0.004084896087646484,0.004124164581298828,0.60861572265625,0.6086575984954834,0.005975967884063721,0.00601959228515625,1132648,1132648,20066.0,250896,17.999928951263428,17.999892578125
005000968,22.6490703125,22.64911150932312,0.004575776100158691,0.004614353179931641,0.954126220703125,0.9541575908660889,0.008216480255126953,0.008263587951660156,1861181,1861181,29954.0,313782,23.66145634651184,23.6614375
005000969,21.601818359375,21.60185694694519,0.004437056064605713,0.004476785659790039,0.8686726684570313,0.8687031269073486,0.008046719551086426,0.008093595504760742,1688863,1688863,27619.0,299467,22.52568507194519,22.52567578125
005000970,21.816419921875,21.816461086273193,0.004628128051757813,0.004670619964599609,0.8725794067382813,0.8726108074188232,0.00766761589050293,0.007713794708251953,1692961,1692961,28196.0,300084,22.74471879005432,22.74469140625
005000971,24.178990234375,24.179032802581787,0.004751455783843994,0.0047910213470458984,1.031294677734375,1.031327486038208,0.008369791984558105,0.008417129516601562,2037423,2037423,32680.0,324917,25.271538257598877,25.27153515625
005000972,18.061703125,18.061747074127197,0.004186207771301269,0.0042266845703125,0.6637958374023437,0.6638274192810059,0.0063868799209594726,0.0064334869384765625,1237844,1237844,21221.0,259862,18.77337098121643,18.773330078125
005000973,20.35644921875,20.356492519378662,0.00437772798538208,0.004418373107910156,0.78266845703125,0.7826993465423584,0.007057151794433594,0.007104396820068359,1505263,1505263,25140.0,284361,21.19096541404724,21.190921875
005000974,19.211421875,19.211464405059814,0.004286975860595703,0.004327297210693359,0.725194091796875,0.7252247333526611,0.006835487842559815,0.006882429122924805,1381467,1381467,23791.0,273819,19.98674988746643,19.986708984375
005000975,21.744275390625,21.744312524795532,0.004433536052703858,0.004474639892578125,0.864126953125,0.8641581535339355,0.0075586562156677245,0.00760650634765625,1681936,1681936,28515.0,298298,22.662651777267456,22.662619140625
005000976,20.2249453125,20.22498607635498,0.004341695785522461,0.0043811798095703125,0.7995286865234374,0.7995600700378418,0.007105184078216553,0.007151126861572266,1538506,1538506,25573.0,287636,21.077152967453003,21.07711328125
005000977,15.564240234375,15.56429409980774,0.0039783999919891355,0.004017829895019531,0.5215496826171875,0.5215814113616943,0.00627782392501831,0.00632476806640625,944336,944336,17297.0,231196,16.12959909439087,16.1295556640625
